Disease	Link	Source	MSHOld	MSH.Top	Gene	GeneScore	Rank	pval2	snp_id	pvalue	SNP.Trait.Cnt	snp.ld	r2	eqtl	rdb	Cat.rdb	eCat	AAEffect	AAScore	Gene.Trait.Cnt	OrphID	PPterm	Name	MSH	ensembl_id
%608174 AUTOIMMUNE THYROID DISEASE; SUSCEPTIBILITY TO; 2	OMIM:608174	Omim	thyroiditis, autoimmune	Endocrine System Diseases	KIF3A	2	9	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	thyroiditis, autoimmune	Thyroiditis, Autoimmune	Thyroiditis, Autoimmune	ENSG00000131437
%608174 AUTOIMMUNE THYROID DISEASE; SUSCEPTIBILITY TO; 2	OMIM:608174	Omim	thyroiditis, autoimmune	Endocrine System Diseases	LEAP2	2	13	1e-08	rs2070729	0	1	rs13165038	0.557	no	yes	2b	2b		1	2	NA	thyroiditis, autoimmune	Thyroiditis, Autoimmune	Thyroiditis, Autoimmune	ENSG00000164406
%608174 AUTOIMMUNE THYROID DISEASE; SUSCEPTIBILITY TO; 2	OMIM:608174	Omim	thyroiditis, autoimmune	Endocrine System Diseases	P4HA2	2	14	1e-08	rs2070729	0	1	rs13165038	0.557	no	yes	2b	2b		1	2	NA	thyroiditis, autoimmune	Thyroiditis, Autoimmune	Thyroiditis, Autoimmune	ENSG00000072682
%608174 AUTOIMMUNE THYROID DISEASE; SUSCEPTIBILITY TO; 2	OMIM:608174	Omim	thyroiditis, autoimmune	Endocrine System Diseases	RAD50	2	10	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	thyroiditis, autoimmune	Thyroiditis, Autoimmune	Thyroiditis, Autoimmune	ENSG00000113522
%608174 AUTOIMMUNE THYROID DISEASE; SUSCEPTIBILITY TO; 2	OMIM:608174	Omim	thyroiditis, autoimmune	Endocrine System Diseases	SLC22A5	4	1	1e-08	rs2070729	0	1	rs2070729	1	yes	no		2		1	2	NA	thyroiditis, autoimmune	Thyroiditis, Autoimmune	Thyroiditis, Autoimmune	ENSG00000197375
%608174 AUTOIMMUNE THYROID DISEASE; SUSCEPTIBILITY TO; 2	OMIM:608174	Omim	thyroiditis, autoimmune	Endocrine System Diseases	UQCRQ	2	11	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	thyroiditis, autoimmune	Thyroiditis, Autoimmune	Thyroiditis, Autoimmune	ENSG00000164405
%609958 ASTHMA-RELATED TRAITS; SUSCEPTIBILITY TO; 3	OMIM:609958	Omim	asthma	Respiratory Tract Diseases	PPM1B	2	3	1e-08	rs920520	0	1	rs920520	1	no	no		9		1	2	NA	asthma	Asthma	Asthma	ENSG00000138032
%609958 ASTHMA-RELATED TRAITS; SUSCEPTIBILITY TO; 3	OMIM:609958	Omim	asthma	Respiratory Tract Diseases	PREPL	2	2	1e-08	rs920520	0	1	rs1453863	0.952	no	yes	4	4		1	2	NA	asthma	Asthma	Asthma	ENSG00000138078
%609958 ASTHMA-RELATED TRAITS; SUSCEPTIBILITY TO; 3	OMIM:609958	Omim	asthma	Respiratory Tract Diseases	SLC3A1	0	4	1e-08	rs920520	0	1	rs35347977	0.502	no	no		9		1	2	NA	asthma	Asthma	Asthma	ENSG00000138079
%610247 ESOPHAGITIS; EOSINOPHILIC	OMIM:610247	Omim	eosinophilic esophagitis	Digestive System Diseases	CCL26	2	1	1e-08	rs2302009	0	1	rs2302009	1	no	no		9		1	2	NA	eosinophilic esophagitis	Eosinophilic Esophagitis	Eosinophilic Esophagitis	ENSG00000006606
%610361 OROFACIAL CLEFT 9	OMIM:610361	Omim	cleft lip	Stomatognathic Diseases	FAM155A	2	1	1e-08	rs1830756	0	1	rs1830756	1	no	no		9		1	2	NA	cleft lip	Cleft Lip	Cleft Lip	ENSG00000204442
*104210 ALPHA-2A-ADRENERGIC RECEPTOR; ADRA2A	OMIM:104210	Omim	receptors, adrenergic, alpha-2		ADRA2A	2	1	1e-08	rs1800544	0	1	rs1800544	1	no	no		9		1	2	NA	receptors, adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	ENSG00000150594
*104210 ALPHA-2A-ADRENERGIC RECEPTOR; ADRA2A	OMIM:104210	Omim	receptors, adrenergic, alpha-2		BBIP1	0	4	1e-08	rs1800544	0	1	rs10885062	0.75	no	no		9		1	2	NA	receptors, adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	ENSG00000214413
*104210 ALPHA-2A-ADRENERGIC RECEPTOR; ADRA2A	OMIM:104210	Omim	receptors, adrenergic, alpha-2		PDCD4	1	3	1e-08	rs1800544	0	1	rs1327549	0.771	no	no		9		1	2	NA	receptors, adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	ENSG00000150593
*104210 ALPHA-2A-ADRENERGIC RECEPTOR; ADRA2A	OMIM:104210	Omim	receptors, adrenergic, alpha-2		SHOC2	1	2	1e-08	rs1800544	0	1	rs1327551	0.8	no	no		9		1	2	NA	receptors, adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	Receptors, Adrenergic, alpha-2	ENSG00000108061
*105850 ANGIOGENIN; ANG	OMIM:105850	Omim	ribonuclease, pancreatic	Enzymes and Coenzymes	ANG	2	1	1e-08	rs11701	0	1	rs11701	1	no	no		9		1	2	NA	ribonuclease, pancreatic	Ribonuclease, Pancreatic	Ribonuclease, Pancreatic	ENSG00000214274
*105850 ANGIOGENIN; ANG	OMIM:105850	Omim	ribonuclease, pancreatic	Enzymes and Coenzymes	RNASE4	2	2	1e-08	rs11701	0	1	rs11701	1	no	no		9		1	2	NA	ribonuclease, pancreatic	Ribonuclease, Pancreatic	Ribonuclease, Pancreatic	ENSG00000258818
*107770 LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1; LRP1	OMIM:107770	Omim	low density lipoprotein receptor-related protein-1	Amino Acids, Peptides, and Proteins	LRP1	2	1	1e-08	rs1800164	0	1	rs1800164	1	no	no		9		1	4	NA	low density lipoprotein receptor-related protein-1	Low Density Lipoprotein Receptor-Related Protein-1	Low Density Lipoprotein Receptor-Related Protein-1	ENSG00000123384
*107770 LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1; LRP1	OMIM:107770	Omim	low density lipoprotein receptor-related protein-1	Amino Acids, Peptides, and Proteins	NXPH4	2	2	1e-08	rs1800164	0	1	rs7311958	0.933	no	no		9		1	2	NA	low density lipoprotein receptor-related protein-1	Low Density Lipoprotein Receptor-Related Protein-1	Low Density Lipoprotein Receptor-Related Protein-1	ENSG00000182379
*107770 LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1; LRP1	OMIM:107770	Omim	low density lipoprotein receptor-related protein-1	Amino Acids, Peptides, and Proteins	SHMT2	1	3	1e-08	rs1800164	0	1	rs76758508	0.802	no	no		9		1	2	NA	low density lipoprotein receptor-related protein-1	Low Density Lipoprotein Receptor-Related Protein-1	Low Density Lipoprotein Receptor-Related Protein-1	ENSG00000182199
*107770 LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1; LRP1	OMIM:107770	Omim	low density lipoprotein receptor-related protein-1	Amino Acids, Peptides, and Proteins	SLC26A10	2	4	1e-08	rs1800164	0	1	rs61736007	0.578	no	yes	2b	2b		1	2	NA	low density lipoprotein receptor-related protein-1	Low Density Lipoprotein Receptor-Related Protein-1	Low Density Lipoprotein Receptor-Related Protein-1	ENSG00000135502
*123260 C-REACTIVE PROTEIN; PENTRAXIN-RELATED; CRP	OMIM:123260	Omim	c-reactive protein, pentraxin-related		CRP	2	1	1e-08	rs1205	0	1	rs1205	1	no	no		9		1	4	NA	c-reactive protein, pentraxin-related		c-reactive protein, pentraxin-related	ENSG00000132693
*126455 SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER; DOPAMINE);	OMIM:126455	Omim	proline transport protein		SLC6A3	2	1	1e-08	rs27072	0	1	rs27072	1	no	no		9		1	4	NA	proline transport protein		proline transport protein	ENSG00000142319
*131310 ENGRAILED 2; EN2	OMIM:131310	Omim	nerve tissue proteins	Amino Acids, Peptides, and Proteins	CNPY1	1	1	1e-08	rs1861972	0	1	rs10247302	0.854	no	yes	4	4		1	4	NA	nerve tissue proteins	Nerve Tissue Proteins	Nerve Tissue Proteins	ENSG00000146910
*131310 ENGRAILED 2; EN2	OMIM:131310	Omim	nerve tissue proteins	Amino Acids, Peptides, and Proteins	EN2	2	2	1e-08	rs1861972	0	1	rs1861972	1	no	no		9		1	4	NA	nerve tissue proteins	Nerve Tissue Proteins	Nerve Tissue Proteins	ENSG00000164778
*134370 COMPLEMENT FACTOR H; CFH	OMIM:134370	Omim	complement factor h	Amino Acids, Peptides, and Proteins	CFH	2	2	1e-08	rs380390	0	1	rs380390	1	no	no		9		1	2	NA	complement factor h	Complement Factor H	Complement Factor H	ENSG00000000971
*134370 COMPLEMENT FACTOR H; CFH	OMIM:134370	Omim	complement factor h	Amino Acids, Peptides, and Proteins	CFHR2	0	4	1e-08	rs380390	0	1	rs1359594	0.649	no	no		9		1	2	NA	complement factor h	Complement Factor H	Complement Factor H	ENSG00000080910
*134370 COMPLEMENT FACTOR H; CFH	OMIM:134370	Omim	complement factor h	Amino Acids, Peptides, and Proteins	CFHR4	0	3	1e-08	rs380390	0	1	rs6685931	0.73	no	no		9		1	2	NA	complement factor h	Complement Factor H	Complement Factor H	ENSG00000134365
*134370 COMPLEMENT FACTOR H; CFH	OMIM:134370	Omim	complement factor h	Amino Acids, Peptides, and Proteins	CFHR5	4	1	1e-08	rs380390	0	1	rs379489	0.984	yes	no		2		1	2	NA	complement factor h	Complement Factor H	Complement Factor H	ENSG00000134389
*137141 GAMMA-AMINOBUTYRIC ACID RECEPTOR; ALPHA-4; GABRA4	OMIM:137141	Omim	receptors, gaba-a	Amino Acids, Peptides, and Proteins	COX7B2	2	2	1e-08	rs17599165	0	1	rs62303668	1	no	no		9		1	8	NA	receptors, gaba-a	Receptors, GABA-A	Receptors, GABA-A	ENSG00000170516
*137141 GAMMA-AMINOBUTYRIC ACID RECEPTOR; ALPHA-4; GABRA4	OMIM:137141	Omim	receptors, gaba-a	Amino Acids, Peptides, and Proteins	GABRA4	2	1	1e-08	rs16859788	0	1	rs16859788	1	no	no		9		1	10	NA	receptors, gaba-a	Receptors, GABA-A	Receptors, GABA-A	ENSG00000109158
*142445 NEUREGULIN 1; NRG1	OMIM:142445	Omim	neuregulin-1	Amino Acids, Peptides, and Proteins	NRG1	6	1	1e-08	rs3924999	0	1	rs3924999	1	no	no		0	missense_variant	0.0989172505021801	2	NA	neuregulin-1	Neuregulin-1	Neuregulin-1	ENSG00000157168
*146680 INSULIN-DEGRADING ENZYME; IDE	OMIM:146680	Omim	insulysin	Enzymes and Coenzymes	IDE	2	1	1e-08	rs4646953	0	1	rs4646953	1	no	no		9		1	2	NA	insulysin	Insulysin	Insulysin	ENSG00000119912
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	ACSL6	2	2	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000164398
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	C5orf56	2	3	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000197536
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	GDF9	2	4	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000164404
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	IL13	2	5	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000169194
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	IL3	2	6	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000164399
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	IL4	2	7	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000113520
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	IL5	2	8	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000113525
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	IRF1	2	12	1e-08	rs2070729	0	1	rs2070729	1	no	no		9		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000125347
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	KIF3A	2	9	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000131437
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	LEAP2	2	13	1e-08	rs2070729	0	1	rs13165038	0.557	no	yes	2b	2b		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000164406
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	P4HA2	2	14	1e-08	rs2070729	0	1	rs13165038	0.557	no	yes	2b	2b		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000072682
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	RAD50	2	10	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000113522
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	SLC22A5	4	1	1e-08	rs2070729	0	1	rs2070729	1	yes	no		2		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000197375
*147575 INTERFERON REGULATORY FACTOR 1; IRF1	OMIM:147575	Omim	interferon regulatory factor-1	Amino Acids, Peptides, and Proteins	UQCRQ	2	11	1e-08	rs2070729	0	1	rs41525648	0.985	no	yes	4	4		1	2	NA	interferon regulatory factor-1	Interferon Regulatory Factor-1	Interferon Regulatory Factor-1	ENSG00000164405
*176830 PROOPIOMELANOCORTIN; POMC	OMIM:176830	Omim	pro-opiomelanocortin	Hormones, Hormone Substitutes, and Hormone Antagonists	DNMT3A	0	3	1e-08	rs1009388	0	1	rs752208	0.647	no	no		9		1	2	NA	pro-opiomelanocortin	Pro-Opiomelanocortin	Pro-Opiomelanocortin	ENSG00000119772
*176830 PROOPIOMELANOCORTIN; POMC	OMIM:176830	Omim	pro-opiomelanocortin	Hormones, Hormone Substitutes, and Hormone Antagonists	EFR3B	1	2	1e-08	rs1009388	0	1	rs3731631	0.782	no	no		9		1	4	NA	pro-opiomelanocortin	Pro-Opiomelanocortin	Pro-Opiomelanocortin	ENSG00000084710
*176830 PROOPIOMELANOCORTIN; POMC	OMIM:176830	Omim	pro-opiomelanocortin	Hormones, Hormone Substitutes, and Hormone Antagonists	POMC	2	1	1e-08	rs1009388	0	1	rs1009388	1	no	no		9		1	4	NA	pro-opiomelanocortin	Pro-Opiomelanocortin	Pro-Opiomelanocortin	ENSG00000115138
*182135 5-@HYDROXYTRYPTAMINE RECEPTOR 2A; HTR2A	OMIM:182135	Omim	receptor, serotonin, 5-ht2a	Amino Acids, Peptides, and Proteins	HTR2A	2	1	1e-08	rs7997012	0	1	rs7997012	1	no	no		9		1	2	NA	receptor, serotonin, 5-ht2a	Receptor, Serotonin, 5-HT2A	Receptor, Serotonin, 5-HT2A	ENSG00000102468
*182389 SODIUM CHANNEL; NEURONAL TYPE I; ALPHA SUBUNIT; SCN1A	OMIM:182389	Omim	sodium channel		SCN1A	2	1	1e-08	rs3812718	0	1	rs3812718	1	no	no		9		1	2	NA	sodium channel	Sodium Channel	Sodium Channels	ENSG00000144285
*182389 SODIUM CHANNEL; NEURONAL TYPE I; ALPHA SUBUNIT; SCN1A	OMIM:182389	Omim	sodium channel		TTC21B	0	2	1e-08	rs3812718	0	1	rs2288701	0.743	no	no		9		1	2	NA	sodium channel	Sodium Channel	Sodium Channels	ENSG00000123607
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	ANO9	0	17	1e-08	rs12628	0	1	rs10794325	0.521	no	no		9		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000185101
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	B4GALNT4	3	4	1e-08	rs12628	0	1	rs6421975	0.541	no	yes	1b	1b		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000182272
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	C11orf35	0	16	1e-08	rs12628	0	1	rs12792519	0.622	no	no		9		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000185522
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	CD151	0	7	1e-08	rs12628	0	1	rs7938775	0.555	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000177697
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	DEAF1	0	8	1e-08	rs12628	0	1	rs7938775	0.555	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000177030
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	EPS8L2	0	9	1e-08	rs12628	0	1	rs7938775	0.555	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000177106
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	HRAS	2	3	1e-08	rs12628	0	1	rs12628	1	no	no		9		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000174775
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	LRRC56	4	1	1e-08	rs12628	0	1	rs12628	1	yes	no		2		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000161328
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	PKP3	0	11	1e-08	rs12628	0	1	rs7938775	0.555	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000184363
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	PTDSS2	0	15	1e-08	rs12628	0	1	rs6598017	0.641	no	no		9		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000174915
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	RASSF7	0	12	1e-08	rs12628	0	1	rs7938775	0.555	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000099849
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	RIC8A	0	13	1e-08	rs12628	0	1	rs7938775	0.555	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000177963
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	RNH1	2	5	1e-08	rs12628	0	1	rs7935013	0.617	yes	no		2		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000023191
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	RPLP2	0	6	1e-08	rs12628	0	1	rs7983	0.613	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000177600
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	TMEM80	4	2	1e-08	rs12628	0	1	rs12628	1	yes	no		2		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000177042
*190020 V-HA-RAS HARVEY RAT SARCOMA VIRAL ONCOGENE HOMOLOG; HRAS	OMIM:190020	Omim	proto-oncogene proteins p21(ras)	Enzymes and Coenzymes	TSPAN4	0	14	1e-08	rs12628	0	1	rs7938775	0.555	no	yes	4	4		1	2	NA	proto-oncogene proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	Proto-Oncogene Proteins p21(ras)	ENSG00000214063
*190180 TRANSFORMING GROWTH FACTOR; BETA-1; TGFB1	OMIM:190180	Omim	transforming growth factor beta1	Amino Acids, Peptides, and Proteins	B9D2	2	1	1e-08	rs11466314	0	1	rs11466314	1	no	no		9		1	2	NA	transforming growth factor beta1	Transforming Growth Factor beta1	Transforming Growth Factor beta1	ENSG00000123810
*190180 TRANSFORMING GROWTH FACTOR; BETA-1; TGFB1	OMIM:190180	Omim	transforming growth factor beta1	Amino Acids, Peptides, and Proteins	TGFB1	2	2	1e-08	rs11466314	0	1	rs11466314	1	no	no		9		1	2	NA	transforming growth factor beta1	Transforming Growth Factor beta1	Transforming Growth Factor beta1	ENSG00000105329
*190230 TRANSFORMING GROWTH FACTOR; BETA-3; TGFB3	OMIM:190230	Omim	transforming growth factor beta3	Amino Acids, Peptides, and Proteins	NEK9	4	1	1e-08	rs2268624	0	1	rs2268625	1	yes	no		2		1	2	NA	transforming growth factor beta3	Transforming Growth Factor beta3	Transforming Growth Factor beta3	ENSG00000119638
*190230 TRANSFORMING GROWTH FACTOR; BETA-3; TGFB3	OMIM:190230	Omim	transforming growth factor beta3	Amino Acids, Peptides, and Proteins	TGFB3	2	3	1e-08	rs2268624	0	1	rs2268624	1	no	no		9		1	2	NA	transforming growth factor beta3	Transforming Growth Factor beta3	Transforming Growth Factor beta3	ENSG00000119699
*190230 TRANSFORMING GROWTH FACTOR; BETA-3; TGFB3	OMIM:190230	Omim	transforming growth factor beta3	Amino Acids, Peptides, and Proteins	TTLL5	4	2	1e-08	rs2268624	0	1	rs2268625	1	yes	no		2		1	2	NA	transforming growth factor beta3	Transforming Growth Factor beta3	Transforming Growth Factor beta3	ENSG00000119685
*191060 TRYPTOPHAN HYDROXYLASE 1; TPH1	OMIM:191060	Omim	tryptophan hydroxylase	Enzymes and Coenzymes	SERGEF	2	2	1e-08	rs1799913	0	1	rs2237908	0.919	no	no		9		1	4	NA	tryptophan hydroxylase	Tryptophan Hydroxylase	Tryptophan Hydroxylase	ENSG00000129158
*191060 TRYPTOPHAN HYDROXYLASE 1; TPH1	OMIM:191060	Omim	tryptophan hydroxylase	Enzymes and Coenzymes	TPH1	2	1	1e-08	rs1799913	0	1	rs1799913	1	no	no		9		1	4	NA	tryptophan hydroxylase	Tryptophan Hydroxylase	Tryptophan Hydroxylase	ENSG00000129167
*600047 ATP-BINDING CASSETTE; SUBFAMILY A; MEMBER 2; ABCA2	OMIM:600047	Omim	atp-binding cassette, sub-family a (abc1), member 2		ABCA2	6	1	1e-08	rs908832	0	1	rs908832	1	no	no		0	missense_variant	0.540884817010436	2	NA	atp-binding cassette, sub-family a (abc1), member 2		atp-binding cassette, sub-family a (abc1), member 2	ENSG00000107331
*600047 ATP-BINDING CASSETTE; SUBFAMILY A; MEMBER 2; ABCA2	OMIM:600047	Omim	atp-binding cassette, sub-family a (abc1), member 2		ANAPC2	1	2	1e-08	rs908832	0	1	rs9411294	0.854	no	yes	4	4		1	2	NA	atp-binding cassette, sub-family a (abc1), member 2		atp-binding cassette, sub-family a (abc1), member 2	ENSG00000176248
*600047 ATP-BINDING CASSETTE; SUBFAMILY A; MEMBER 2; ABCA2	OMIM:600047	Omim	atp-binding cassette, sub-family a (abc1), member 2		C8G	0	6	1e-08	rs908832	0	1	rs7865849	0.61	no	yes	4	4		1	2	NA	atp-binding cassette, sub-family a (abc1), member 2		atp-binding cassette, sub-family a (abc1), member 2	ENSG00000176919
